timestamp,camera_id,trigger_type,yolo_class,yolo_confidence,brightness,motion_pct,vlm_description,image_path,processing_time_ms
2026-09-13T01:50:30Z,pi-wildlife,heartbeat,heartbeat,0.9,122.9,0.0,"The scene shows a small, dark-colored building with a sloped roof, surrounded by a gravel driveway and a small garden with bushes and plants. The building appears to be a shed or a small storage unit, and the area is well-maintained with some greenery. The setting suggests a residential or rural area.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T015030_heartbeat.jpg,1997
2026-09-13T01:54:00Z,pi-wildlife,wildlife_person,person,0.9,132.1,1.2,"A person is walking outside a building with a dark exterior, wearing a dark shirt, blue pants, and flip-flops. The setting appears to be a residential area with a driveway and some greenery.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T015400_person.jpg,1775
2026-09-13T01:54:15Z,pi-wildlife,wildlife_person,person,0.9,133.1,2.05,"A person is standing on a gravel path in front of a small building with a dark exterior. The person is wearing a dark shirt and pants, and is facing away from the camera. The setting appears to be a residential area with trees and other buildings in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T015415_person.jpg,1934
2026-09-13T01:55:21Z,pi-wildlife,heartbeat,heartbeat,0.9,131.6,0.0,"The scene shows a residential area with a small, single-story building with a sloped roof. In front of the building, there is a small garden with a few bushes and some fallen leaves. The area appears to be a driveway or a small yard. The background includes other buildings and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T015521_heartbeat.jpg,1951
2026-09-13T02:00:21Z,pi-wildlife,heartbeat,heartbeat,0.9,129.8,0.0,"The scene shows a residential area with a small, dark-colored shed or garage. The ground around the shed is covered with dirt and small rocks, with some greenery and a bush with red flowers. The background includes a neighboring house and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T020021_heartbeat.jpg,1845
2026-09-13T02:05:21Z,pi-wildlife,heartbeat,heartbeat,0.9,132.0,0.0,"In the image, a small bird is perched on the ground near a gravel path in front of a building with a dark-colored exterior. The bird is surrounded by some greenery, including bushes and small plants. The setting appears to be a residential area with a driveway and a house in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T020521_heartbeat.jpg,20112
2026-09-13T02:10:21Z,pi-wildlife,heartbeat,heartbeat,0.9,131.9,0.0,"The image shows a small, dark-colored building with a sloped roof, surrounded by a driveway and a small garden area. There are bushes and small plants in the garden, and the building appears to be part of a residential area with other houses visible in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T021021_heartbeat.jpg,10747
2026-09-13T02:15:21Z,pi-wildlife,heartbeat,heartbeat,0.9,132.1,0.0,"The scene shows a residential area with a single-story house featuring dark-colored siding. In front of the house, there is a small garden with a few bushes and some fallen leaves. The driveway is visible, and the area appears to be a mix of dirt and gravel. The background includes other houses and trees, indicating a suburban neighborhood.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T021521_heartbeat.jpg,21069
2026-09-13T02:20:21Z,pi-wildlife,heartbeat,heartbeat,0.9,132.4,0.0,"The image shows a small, dark-colored building with a sloped roof, situated in a residential area. The building is surrounded by a driveway and some small bushes and plants. The scene appears to be a quiet, suburban neighborhood with trees in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022021_heartbeat.jpg,9400
2026-09-13T02:25:21Z,pi-wildlife,heartbeat,heartbeat,0.9,126.8,0.0,"The scene shows a small, dark-colored building with a sloped roof, surrounded by a gravel area with some sparse vegetation. There are a few people walking in the background, and the area appears to be a small, possibly rural or suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022521_heartbeat.jpg,9106
2026-09-13T02:27:48Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,109.8,1.21,"The scene shows a small, dark-colored shed or building with a sloped roof, situated in a residential area. The ground around the building is covered with gravel and small rocks, and there is a small bush or shrub in front of the building. The background includes other buildings and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022748_unclassified_motion.jpg,9056
2026-09-13T02:28:03Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,107.8,1.55,"The scene shows a small, dark-colored building with a sloped roof, surrounded by a gravel driveway and some small bushes. The building appears to be a shed or a small storage structure, and the area is relatively barren with some scattered leaves and small plants. The setting suggests a residential or rural area.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022803_unclassified_motion.jpg,9308
2026-09-13T02:28:18Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,105.7,2.07,"The image shows a small, dark-colored building with a sloped roof, surrounded by a gravel driveway and some greenery. The building appears to be a shed or a small storage structure, and there are no visible animals or people in the frame. The setting seems to be a residential area with trees and other buildings in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022818_unclassified_motion.jpg,10850
2026-09-13T02:28:33Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,103.4,2.28,"The image shows a small, dark-colored shed or garage with a slanted roof, situated in a residential area. The ground around the shed is covered with gravel and small rocks, and there are some bushes and plants nearby. The background includes a house with a chimney and more trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022833_unclassified_motion.jpg,13237
2026-09-13T02:28:48Z,pi-wildlife,wildlife_person,person,0.9,100.9,2.34,The scene shows a person riding a bicycle near a wooden building with a sloped roof. The building has a small garden area with a bush and some fallen leaves. The setting appears to be a residential or community area with trees in the background.,C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022848_person.jpg,12924
2026-09-13T02:29:03Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,98.6,2.35,"The image shows a small, dark-colored building with a sloped roof, surrounded by a gravel driveway and some greenery. The building appears to be a shed or a small storage structure, and there are no visible animals or people in the frame. The setting seems to be a residential area with trees and a clear sky.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022903_unclassified_motion.jpg,13787
2026-09-13T02:29:18Z,pi-wildlife,unclassified_motion,unclassified_motion,0.9,96.3,2.09,"The image shows a small, dark-colored building with a sloped roof, situated in a residential area. The building has a small, overgrown bush in front of it and a driveway leading up to it. The surrounding area includes a gravel driveway and some greenery, including bushes and trees. The sky appears to be overcast.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T022918_unclassified_motion.jpg,13229
2026-09-13T02:30:21Z,pi-wildlife,heartbeat,heartbeat,0.9,85.5,0.0,"The scene shows a small, dark-colored building with a sloped roof, surrounded by a gravel driveway and some small bushes. The building has a few windows and a chimney. The area appears to be a residential or rural setting with trees in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T023021_heartbeat.jpg,12932
2026-09-13T02:35:21Z,pi-wildlife,heartbeat,heartbeat,0.9,51.2,0.0,"The image shows a small, dark-colored building with a slanted roof, situated in a wooded area. The building has a few windows and a small porch area. The surrounding area includes some trees and shrubs, and the ground is covered with gravel or small stones. The scene appears to be at dusk or early evening, as the lighting is dim.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T023521_heartbeat.jpg,13118
2026-09-13T03:00:00Z,test-local,test,test,0.0,0.0,0.0,"The scene shows a residential area with a dark gray-sided building, possibly a house or a small community structure. In the background, there are trees and another building with a similar design. The foreground features a patch of dirt with some small plants and a bush with green leaves. There are no visible animals or people in the frame. The setting appears to be a quiet neighborhood with a mix of natural and man-made elements.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T030000_test.jpg,42744
2026-09-13T06:19:25Z,test-batch,wildlife_motion,wildlife_motion,0.85,120.0,5.0,"The image shows a person in motion, likely walking, with a blurred arm in the foreground. The background features a row of dark-colored buildings, possibly a residential or community setting, with some greenery and a paved area. The scene appears to be taken during the day.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T061925_wildlife_motion.jpg,11092
2026-09-13T06:19:53Z,test-batch,wildlife_person,person,0.85,120.0,5.0,"The image shows a person riding a bicycle on a paved path near a row of dark-colored buildings, possibly a residential or community complex. The area is surrounded by trees and has some small bushes and patches of grass in the foreground. The scene appears to be in a suburban or residential neighborhood.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T061953_person.jpg,10844
2026-09-13T06:20:30Z,test-batch,heartbeat,heartbeat,0.85,120.0,5.0,"The scene shows a residential area with a dark gray-sided building, possibly a house or a small community structure. There are some bushes and a small tree in the foreground, and the ground appears to be a mix of dirt and scattered leaves. In the background, there are trees and another building, suggesting a suburban or semi-rural setting. The area is quiet, with no visible wildlife or people in the immediate foreground.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T062030_heartbeat.jpg,4016
2026-09-13T06:21:50Z,test-batch,wildlife_motion,wildlife_motion,0.85,120.0,5.0,"The image shows a person in motion, likely walking, with a blurred arm in the foreground. The background features a row of dark-colored buildings, possibly a residential or community setting, with some greenery and a paved area. The scene appears to be taken during the day.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T062150_wildlife_motion.jpg,10724
2026-09-13T06:22:17Z,test-batch,wildlife_person,person,0.85,120.0,5.0,"The image shows a person riding a bicycle on a paved path near a row of dark-colored buildings, possibly a residential or community complex. The area is surrounded by trees and has some small bushes and patches of grass in the foreground. The scene appears to be in a suburban or residential neighborhood.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T062217_person.jpg,2540
2026-09-13T06:22:45Z,test-batch,heartbeat,heartbeat,0.85,120.0,5.0,"The scene shows a residential area with a dark gray-sided building, possibly a house or a small community structure. There are some bushes and a small tree in the foreground, and the ground appears to be a mix of dirt and scattered leaves. In the background, there are trees and another building, suggesting a suburban or semi-rural setting. The area is quiet, with no visible wildlife or people in the immediate foreground.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T062245_heartbeat.jpg,3760
2026-09-13T13:34:27Z,pi-wildlife,heartbeat,heartbeat,0.9,31.0,0.0,"The scene shows a dark, dimly lit area at dusk or early evening. A wooden building with a sloped roof is visible, with some lights on inside, suggesting it might be a residential or community building. The foreground is a dark, leaf-strewn ground, and there are trees and shrubs around the building. The area appears quiet and undisturbed.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T133427_heartbeat.jpg,14486
2026-09-13T13:39:27Z,pi-wildlife,heartbeat,heartbeat,0.9,59.2,0.0,"The image shows a dark, wooden building with a slanted roof, likely a cabin or lodge, at dusk or early evening. The area around the building is dimly lit, with some light coming from the interior of the building. The ground is covered with dirt and scattered leaves, and there are small bushes and trees nearby. The scene appears to be in a rural or forested area.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T133927_heartbeat.jpg,11655
2026-09-13T13:44:27Z,pi-wildlife,heartbeat,heartbeat,0.9,76.8,0.0,The scene shows a dark-colored building with a sloped roof and a covered porch area. The area in front of the building appears to be a driveway or paved area with some scattered leaves and small shrubs. The lighting suggests it is either early morning or late evening. There are no visible animals or people in the frame.,C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T134427_heartbeat.jpg,11123
2026-09-13T13:49:27Z,pi-wildlife,heartbeat,heartbeat,0.9,84.9,0.0,"The scene shows a dark-colored building with a sloped roof and a row of windows along the side. The ground in front of the building is covered with dirt and scattered leaves, suggesting a natural or semi-natural environment. The area appears to be in a residential or suburban setting, with trees visible in the background. There are no animals or people visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T134927_heartbeat.jpg,11610
2026-09-13T13:54:27Z,pi-wildlife,heartbeat,heartbeat,0.9,80.4,0.0,The image shows a dark-colored building with a sloped roof and a covered porch area. The ground in front of the building is bare with some scattered leaves and small plants. The setting appears to be a residential area with trees and other buildings visible in the background. There are no animals or people in the scene.,C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T135427_heartbeat.jpg,10828
2026-09-13T13:59:27Z,pi-wildlife,heartbeat,heartbeat,0.9,102.4,0.0,"The image shows a residential area with a dark-colored house and a row of similar houses in the background. The foreground features a small patch of ground with scattered leaves and a bush. The scene appears to be taken during the evening or early morning, as the sky is dim and the house has lights on. There are no visible animals or people in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T135927_heartbeat.jpg,11123
2026-09-13T14:04:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.6,0.0,"The scene shows a residential area with a dark brown house and a small bush in the foreground. The ground is covered with dirt and scattered leaves, suggesting a recent rain or wet conditions. The background includes other houses and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T140427_heartbeat.jpg,10311
2026-09-13T14:09:27Z,pi-wildlife,heartbeat,heartbeat,0.9,134.1,0.0,"The scene shows a residential area with a dark brown house and a small bush in the foreground. The ground appears wet, suggesting recent rain, and there are scattered leaves on the ground. The background includes trees and another building, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T140927_heartbeat.jpg,10400
2026-09-13T14:14:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.0,0.0,"The scene shows a residential area with a dark brown house and a small tree in the foreground. The ground is wet, suggesting recent rain, and there are scattered leaves and debris on the ground. The background includes other houses and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T141427_heartbeat.jpg,10526
2026-09-13T14:19:27Z,pi-wildlife,heartbeat,heartbeat,0.9,133.1,0.0,"The scene shows a residential area with a dark-sided house and a covered driveway. There are small bushes and some scattered leaves on the ground, suggesting it might be autumn. The area appears to be wet, possibly from recent rain. No animals or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T141927_heartbeat.jpg,10536
2026-09-13T14:24:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.2,0.0,"The scene shows a residential area with a dark-colored house and a small garden area in the foreground. The ground appears wet, suggesting recent rain, and there are a few small bushes and plants. The background includes trees and another building, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T142427_heartbeat.jpg,11533
2026-09-13T14:29:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.4,0.0,"The scene shows a section of a residential area with a dark-colored house and a small garden area in the foreground. The ground is covered with dirt and scattered leaves, and there are a few small bushes with green and reddish leaves. The background includes trees and another building, suggesting a suburban setting. There are no animals or people visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T142927_heartbeat.jpg,11145
2026-09-13T14:34:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.0,0.0,"The scene shows a section of a residential area with a sloped-roof building, likely a garage or shed, surrounded by a small garden area with a few shrubs and some scattered leaves on the ground. The area appears to be damp, suggesting recent rain. The background includes other buildings and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T143427_heartbeat.jpg,10936
2026-09-13T14:39:27Z,pi-wildlife,heartbeat,heartbeat,0.9,134.6,0.0,"The scene shows a residential area with a dark-sided building, possibly a house or a small community structure. There are small trees and shrubs in the foreground, and the ground appears wet, suggesting recent rain. The area is surrounded by other buildings and trees, indicating a suburban or semi-rural setting. No wildlife or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T143927_heartbeat.jpg,11129
2026-09-13T14:44:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.1,0.0,"The scene shows a small, dark-colored building with a sloped roof, likely a shed or small structure, situated in a residential area. The ground in front of the building is wet and muddy, suggesting recent rain. There are a few small trees and shrubs around the area, and the background includes other houses and trees, indicating a suburban setting. No animals or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T144427_heartbeat.jpg,11656
2026-09-13T14:49:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.7,0.0,"The scene shows a residential area with a house and a carport. The ground is wet, suggesting recent rain, and there are some small trees and shrubs in the foreground. The area appears to be a suburban neighborhood.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T144927_heartbeat.jpg,10206
2026-09-13T14:54:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.8,0.0,"The scene shows a section of a residential area with a gray-sided building, possibly a house or a community center, and a covered walkway. There are small trees and shrubs in the foreground, with some leaves scattered on the ground, suggesting recent rain or a damp environment. The area appears quiet with no visible wildlife or people.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T145427_heartbeat.jpg,11058
2026-09-13T14:59:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.6,0.0,"The scene shows a residential area with a dark-colored house and a carport. There are some small bushes and a patch of dirt in the foreground, with scattered leaves. The area appears to be wet, suggesting recent rain. The background includes trees and another building, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T145927_heartbeat.jpg,10729
2026-09-13T15:04:27Z,pi-wildlife,heartbeat,heartbeat,0.9,128.1,0.0,"The scene shows a small, dark green building with a sloped roof, likely a shed or garage, situated in a residential area. The ground in front of the building is wet and muddy, suggesting recent rain. There are a few small trees and shrubs around the area, and the background includes other houses and trees, indicating a suburban setting. No animals or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T150427_heartbeat.jpg,11449
2026-09-13T15:09:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.8,0.0,"The scene shows a wet, muddy area in front of a building with a sloped roof, likely a shed or small structure. There are small bushes and some scattered leaves on the ground, suggesting recent rain. The area appears to be part of a residential or possibly a community space, given the presence of other similar buildings in the background. No animals or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T150927_heartbeat.jpg,11447
2026-09-13T15:14:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.8,0.0,"The scene shows a residential area with a dark-colored house and a carport. The ground is wet, suggesting recent rain, and there are small bushes and some scattered leaves. The area appears to be a backyard or a driveway. No animals or people are visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T151427_heartbeat.jpg,10626
2026-09-13T15:19:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.4,0.0,"The scene shows a section of a residential area with a dark-colored building, possibly a garage or shed, and a small tree in the foreground. The ground appears wet, suggesting recent rain, and there are scattered leaves and debris around the tree. The background includes other buildings and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T151927_heartbeat.jpg,10842
2026-09-13T15:24:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.9,0.0,"The scene shows a residential area with a dark gray-sided house and a covered driveway. There are a few small trees and shrubs in the foreground, with some leaves scattered on the ground, suggesting recent rain or wind. The area appears to be a suburban neighborhood with other houses visible in the background.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T152427_heartbeat.jpg,10737
2026-09-13T15:29:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.3,0.0,"The scene shows a section of a residential area with a dark gray-sided building, possibly a garage or shed, and a small tree in the foreground. The ground is wet, suggesting recent rain, and there are scattered leaves and debris on the ground. The background includes other buildings and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T152927_heartbeat.jpg,10932
2026-09-13T15:34:27Z,pi-wildlife,heartbeat,heartbeat,0.9,129.5,0.0,"The scene shows a residential area with a dark-colored house and a carport. There are small trees and shrubs in the foreground, and the ground appears wet, suggesting recent rain. The area is surrounded by other houses and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T153427_heartbeat.jpg,10422
2026-09-13T15:39:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.1,0.0,"The scene shows a residential area with a dark green-sided building, possibly a house or a community center, and a paved area in front. There are a few small trees and shrubs with autumn-colored leaves scattered on the ground, indicating the season. The area appears to be wet, suggesting recent rain. The background includes more trees and a glimpse of another building with a sloped roof.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T153927_heartbeat.jpg,12009
2026-09-13T15:44:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.2,0.0,"The scene shows a section of a building with a sloped roof and siding, surrounded by a small area of dirt and scattered leaves. There are a few small trees and shrubs in the foreground, and the ground appears wet, suggesting recent rain. The location seems to be a residential or possibly a community building, given the structure and the surrounding greenery.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T154427_heartbeat.jpg,11352
2026-09-13T15:49:27Z,pi-wildlife,heartbeat,heartbeat,0.9,131.8,0.0,"The scene shows a residential area with a gray-sided house and a covered driveway. There are small bushes and a tree in the foreground, with some scattered leaves on the ground. The area appears to be wet, suggesting recent rain. The background includes other houses and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T154927_heartbeat.jpg,10725
2026-09-13T15:54:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.0,0.0,"The scene shows a residential area with a dark gray-sided building, possibly a garage or shed, surrounded by a small garden area with a few bushes and some scattered leaves on the ground. The area appears to be wet, suggesting recent rain. The background includes trees and another building with a sloped roof. There are no visible animals or people in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T155427_heartbeat.jpg,11267
2026-09-13T15:59:27Z,pi-wildlife,heartbeat,heartbeat,0.9,132.8,0.0,"The scene shows a residential area with a dark-colored house and a covered driveway. There are a few small trees and shrubs in the foreground, and the ground appears wet, suggesting recent rain. The area is surrounded by other houses and trees, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T155927_heartbeat.jpg,18683
2026-09-13T15:59:30Z,pi-wildlife,wildlife_person,person,0.9,132.6,18.87,"The image shows a person outdoors, wearing a gray hoodie and a light-colored shirt, with their hand raised near their face. The background includes a building with a sloped roof and some greenery, suggesting a residential or suburban setting. The ground appears wet, indicating recent rain.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T155930_person.jpg,10612
2026-09-13T16:04:27Z,pi-wildlife,heartbeat,heartbeat,0.9,133.7,0.0,"The scene shows a section of a residential area with a dark-colored house and a covered driveway. There are a few small trees and shrubs in the foreground, and the ground appears wet, suggesting recent rain. The background includes more trees and parts of other buildings, indicating a suburban setting.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T160427_heartbeat.jpg,10696
2026-09-13T09:09:14,pi-wildlife,heartbeat,heartbeat,0.9,126.1,0.0,"The scene shows a section of a residential area with a dark-colored house and a row of attached garages. The ground is wet, suggesting recent rain, and there are small trees and shrubs in the foreground. The area appears quiet with no visible wildlife or people.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T090914_heartbeat.jpg,11536
2026-09-13T09:14:11,pi-wildlife,heartbeat,heartbeat,0.9,132.6,0.0,"The scene shows a section of a residential area with a dark brown house and a small garden area in the foreground. The ground is wet, suggesting recent rain, and there are a few small bushes and a tree with green leaves. The location appears to be a suburban neighborhood.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T091411_heartbeat.jpg,32226
2026-09-13T09:19:11,pi-wildlife,heartbeat,heartbeat,0.9,128.7,0.0,"The scene shows a section of a building with a sloped roof and siding, surrounded by a small landscaped area with a few bushes and some scattered leaves on the ground. The location appears to be a residential or community setting, possibly a school or community center, given the structure and the surrounding greenery. There are no animals or people visible in the frame.",C:\Users\Kavitha padala\Desktop\ANT project\vision_server\data\images\20260913T091911_heartbeat.jpg,11239
